http%3A%2F%2Fwww.sharing-is-caring.info-none,1
http%3A%2F%2Fsharing-is-caring.info-none,1
http%3A%2F%2Fupdate-your-pc.info-none,1
http%3A%2F%2Fwww.update-your-pc.info-none,1
http%3A%2F%2Fwww.apdrive.win-none,1
http%3A%2F%2Fapdrive.win-none,1
http%3A%2F%2Fnetwork.nimiq.com-none,1
http%3A%2F%2Fgetsome.nimiq.com-none,1
http%3A%2F%2Fwww.browsermine.com-none,0
http%3A%2F%2Fapi.browsermine.com-none,0
http%3A%2F%2Fs04.hostcontent.live-none,0
http%3A%2F%2Fwww.stellite.crypto-webminer.com-none,0
http%3A%2F%2Fturtlecoin.crypto-webminer.com-none,0
http%3A%2F%2Fultranote.crypto-webminer.com-none,0
http%3A%2F%2Fwww.graft.crypto-webminer.com-none,0
http%3A%2F%2Fwww.monero.crypto-webminer.com-none,0
http%3A%2F%2Fstellite.crypto-webminer.com-none,0
http%3A%2F%2Fwww.dinastycoin.crypto-webminer.com-none,0
http%3A%2F%2Fwww.donate.crypto-webminer.com-none,0
http%3A%2F%2Fwww.electroneum.crypto-webminer.com-none,0
http%3A%2F%2Fsuperiorcoin.crypto-webminer.com-none,0
http%3A%2F%2Fwww.turtlecoin.crypto-webminer.com-none,0
http%3A%2F%2Fwww.ultranote.crypto-webminer.com-none,0
http%3A%2F%2Fwww.masari.crypto-webminer.com-none,0
http%3A%2F%2Fwww.qwertycoin.crypto-webminer.com-none,0
http%3A%2F%2Fwww.aeon.crypto-webminer.com-none,0
http%3A%2F%2Fwww.bytecoin.crypto-webminer.com-none,0
http%3A%2F%2Fwww.custom.crypto-webminer.com-none,0
http%3A%2F%2Fcustom.crypto-webminer.com-none,0
http%3A%2F%2Fwww.intensecoin.crypto-webminer.com-none,0
http%3A%2F%2Fwww.intucoin.crypto-webminer.com-none,0
http%3A%2F%2Fwww.ipbc.crypto-webminer.com-none,0
http%3A%2F%2Fwww.sumokoin.crypto-webminer.com-none,0
